Rock_number;EC_rock;Ph_rock;Corg_rock (%);Ca_rock;K_rock;Mg_rock;Na_rock;SAR_rock;SiO2_rock;Al2O3_rock;Fe2O3_rock;TiO2_rock;MnO_rock;CaO_rock;MgO_rock;Na2O_rock;K2O_rock;SO3_rock;P2O5_rock;Type_event;Event_quantity;Acid;Temp;Timestep;Volume_leachate;EC_leachate;Ph_leachate;Chloride_leachate;Carbonate_leachate;Sulfate_leachate;Nitrate_leachate;Phosphate_leachate;Ca_leachate;Fe_leachate;K_leachate;Mg_leachate;Mn_leachate;Na_leachate
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;snow;200;1;-5;10;181;119;8,15;28,19158;41,63536;4,20325;716,9282;1,8501;9,16;0,09;0,64;0,61;0,005;0,34
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;snow;200;1;-5;11;175;123;8,13;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;snow;200;1;-5;12;164;116;7,74;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;snow;200;1;-5;13;182;129;8,17;;;;;;8,49;0,10;0,66;0,73;0,005;0,42
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;snow;200;1;-5;14;183;115;8,31;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;snow;200;1;-5;15;192;120;8,13;21,09792;35,39047;2,81087;774,8639;1,9531;9,22;0,14;1,07;0,74;0,005;0,5
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;snow;200;1;-5;2;150;150;8,27;21,87635;33,22794;2,89349;976,9773;5,55029;6,13;0,14;0,73;0,51;0,005;1,26
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;snow;200;1;-5;3;175;120;8,09;19,9937;37,76915;2,26353;1750,0003;2,01406;8,92;0,07;0,46;0,38;0,005;1,08
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;snow;200;1;-5;4;175;128;7,96;17,77483;39,06175;2,19605;1165,0641;2,24598;10,15;0,08;0,71;0,78;0,005;1,44
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;snow;200;1;-5;5;174;122;8,15;17,45857;42,80597;2,72248;725,3021;2,16801;9,6;0,09;1,13;1,15;0,005;1,18
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;snow;200;1;-5;6;168;121;8,23;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;snow;200;1;-5;7;165;122;8;37,00174;40,05327;2,70992;1727,1584;3,64566;8,72;0,12;0,77;0,55;0,02;0,57
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;snow;200;1;-5;8;175;115;8,26;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;snow;200;1;-5;9;180;111;8,03;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;1;50;1;118;58;8,98;;66,9677;2,1077;0,6326;0,0109;7,33;0,005;1,86;1,64;0,005;1,28
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;1;50;10;89;68;8,53;;93,49;3,6361;0,6116;0,0062;8,27;0,0137;2,71;2,06;0,005;1,12
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;1;50;11;90;71;8,49;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;1;50;12;87;75;8,49 ;;82,233;2,5613;0,4762;0,0288;9,39;0,0146;2,79;2,39;0,0281;1,16
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;1;50;13;87;68;8,64;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;1;50;14;66;68;8,68;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;1;50;15;87;76;8,58 ;;95,9526;3,1495;0,5016;0,0367;9,16;0,0153;2,83;2,66;0,0219;0,975
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;1;50;2;113;68;8,67;;82,1965;2,5294;0,4718;0,0074;8,19;0,005;1,38;2,41;0,005;2,14
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;1;50;3;108;68;8,6;;82,8108;2,5381;0,6728;0,0216;8,25;0,005;1,28;2,43;0,012;2,12
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;1;50;4;104;68;8,56;;79,0733;2,6251;0,5248;0,0369;7,08;0,005;1,39;1,92;0,005;1,62
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;1;50;5;103;64;8,7;;85,6113;3,2393;0,6149;0,0428;6,67;0,0705;1,43;2,27;0,0197;13,7
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;1;50;6;100;68;8,5;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;1;50;7;80;64;8,24;;103,2055;4,4739;0,5952;0,0098;7,83;0,0414;2,62;1,95;0,0311;14,5
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;1;50;8;93;65;8,67;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;1;50;9;93;69;8,62;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;1;-5;1;120;56;8,87;1,2235;66,8163;2,4063;0,5567;0,0064;1,8;0,005;1,3;0,154;0,005;1,73
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;1;-5;10;138;60;8,53;0,5959;71,1793;1,6416;0,4048;0,0294;6,16;0,005;1,96;2,15;0,0622;1,06
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;1;-5;11;132;53;8,30 ;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;1;-5;12;137;65;8,56 ;;75,1519;2,7267;0,3085;0,0036;6,79;0,0146;2,16;2,27;0,038;1,01
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;1;-5;13;136;69;8,46;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;1;-5;14;139;55;8,56;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;1;-5;15;134;52;8,54 ;1,4287;87,5704;2,5931;0,4174;0,3312;5,78;0,005;2,23;1,62;0,026;0,679
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;1;-5;2;136;69;8,67;0,9698;91,4917;2,3368;0,4647;0,0161;7,66;0,005;0,50;2,61;0,0157;2,18
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;1;-5;3;137;62;8,34;0,9922;100,8038;2,6526;0,4824;0,0333;6,06;0,005;0,50;2,63;0,047;1,84
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;1;-5;4;140;54;8,52;7,6229;74,9953;3,6036;0,4716;0,031;4,89;0,0978;0,50;2,7;0,063;16,3
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;1;-5;5;139;68;8,61;7,0941;88,1226;3,6811;0,4566;0,0265;6,5;0,113;1,29;3,13;0,133;16,1
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;1;-5;6;135;61;8,61;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;1;-5;7;138;56;8,39;0,4112;70,6608;1,2547;0,3574;0,0148;8,35;0,0705;1,35;2,47;0,049;1,78
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;1;-5;8;137;61;8,62;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;1;-5;9;136;58;8,53;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;0;50;1;112;58;8,85;4,3086;28,8736;1,0413;0,066;0,0038;11,4;0,0343;0,50;0,599;0,0390;1,42
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;0;50;10;89;71;8,58;;44,4461;1,5013;0,0325;0,0043;11,5;0,0272;1,73;0,578;0,005;1,37
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;0;50;11;88;56;8,62;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;0;50;12;86;74;8,60 ;;48,0943;1,5429;0,0227;0,0005;11,4;0,0267;1,89;0,596;0,005;1,36
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;0;50;13;86;68;8,67;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;0;50;14;70;64;8,51;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;0;50;15;83;76;8,50 ;1,4207;51,7982;1,7627;0,0314;0,0005;12,9;0,005;0,50;0,645;0,005;0,897
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;0;50;2;108;66;8,62;1,3015;30,3851;1,961;0,08;0,0009;8,63;0,0118;0,50;0,644;0,0186;1,37
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;0;50;3;102;72;8,5;0,9854;33,9937;2,2583;0,0971;0,0018;10,1;0,005;0,50;0,547;0,005;1,66
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;0;50;4;98;72;8,57;1,1114;32,3182;1,386;0,0352;0,0012;9,76;0,0205;0,50;0,448;0,005;1,21
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;0;50;5;93;62;8,66;0,7867;41,5367;1,177;0,0427;0,0006;9,87;0,005;0,50;0,516;0,0117;1,39
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;0;50;6;98;54;8,64;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;0;50;7;90;70;8,42;;46,7338;1,6979;0,0461;0,0023;11,9;0,0514;1,79;0,607;0,005;1,91
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;0;50;8;84;58;8,47;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;0;50;9;94;58;8,73;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;0;-5;1;118;56;8,57;1,3604;19,3962;1,6999;0,0943;0,0034;8,94;0,0391;0,50;0,538;0,0709;1,73
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;0;-5;10;141;54;8,53;0,6545;30,5721;1,5567;0,0144;0,0019;7,98;0,0409;1,34;0,489;0,0134;1,28
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;0;-5;11;137;53;8,43;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;0;-5;12;136;52;8,52;;27,678;0,6511;0,0165;0,0012;9,92;0,345;0,50;0,635;0,0283;0,937
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;0;-5;13;138;55;8,45;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;0;-5;14;124;44;8,12;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;0;-5;15;142;54;8,60 ;0,4863;40,7597;0,8715;0,0138;0,0018;9,41;0,032;0,50;0,576;0,0148;1,68
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;0;-5;2;130;66;8,69;1,1572;31,7916;1,9286;0,1419;0,0009;9,79;0,0857;0,50;0,587;0,0276;1,97
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;0;-5;3;132;56;8,88;0,8958;39,8135;1,0831;0,0648;0,0013;7,96;0,107;0,50;0,497;0,0154;1,55
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;0;-5;4;134;52;8,67;1,0049;27,3753;1,2062;0,0514;0,0008;8,41;0,005;0,50;0,522;0,0156;1,49
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;0;-5;5;139;53;8,77;0,5546;35,5181;1,1403;0,0383;0,001;9,41;0,0296;0,50;0,576;0,0161;1,68
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;0;-5;6;134;55;8,59;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;0;-5;7;130;52;8,61;0,5362;31,1549;1,2159;0,0278;0,0026;8,49;0,0621;1,22;0,482;0,0161;1,31
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;0;-5;8;132;57;8,7;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;150;0;-5;9;132;52;8,72;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;45;0;50;1;21;110;8,26;1,9205;32,3993;2,8797;0,2061;0,0013;17,7;0,0877;0,500;1,03;0,0404;4,21
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;45;0;50;10;0;/;/;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;45;0;50;11;0;/;/;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;45;0;50;12;0;/;/;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;45;0;50;13;0;/;/;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;45;0;50;14;0;/;/;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;45;0;50;15;0;/;/;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;45;0;50;2;16;120;8,21;2,7352;66,5565;3,1767;0,3167;0,0091;17,6;0,107;0,500;1,24;0,0494;4,89
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;45;0;50;3;10;140;8,14;4,6223;64,2246;3,7607;0,2764;0,001;17,1;0,0436;1,09;1,19;0,0192;4,81
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;45;0;50;4;5,1;/;8,2;3,5654;75,3107;6,0648;0,3448;0,0006;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;45;0;50;5;7;/;/;17,1549;96,8878;8,3338;0,4201;0,0008;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;45;0;50;6;1,7;/;/;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;45;0;50;7;0;/;/;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;45;0;50;8;0;/;/;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;45;0;50;9;0;/;/;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;45;0;-5;1;19;98;8,19;2,0648;31,6759;3,1368;0,2156;0,0009;16,0;0,0485;0,50;1,05;0,119;4,30
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;45;0;-5;10;39;85;8,47;;47,2762;2,3877;0,0356;0,0024;13,3;0,132;1,49;0,848;0,0374;2,21
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;45;0;-5;11;43;80;8,27;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;45;0;-5;12;40;78;8,36;;50,0245;1,3047;0,0713;0,0011;15,2;0,537;1,44;1,07;0,06;1,84
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;45;0;-5;13;40;85;8,17;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;45;0;-5;14;32;80;8,24;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;45;0;-5;15;43;82;8,32;0,9386;57,9496;2,1867;0,0479;0,0015;15,2;0,005;0,50;1,03;0,0281;2,64
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;45;0;-5;2;38;115;8,24;1,9682;72,0998;3,5087;0,4038;0,0008;21,9;0,107;0,50;2,06;0,0931;4,88
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;45;0;-5;3;37;96;8,4;1,9191;53,5072;2,883;0,1743;0,0004;15,5;0,0458;0,50;1,08;0,0513;3,86
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;45;0;-5;4;39;86;8,27;1,1981;43,6714;2,5121;0,1254;0,0009;14,7;0,005;0,50;0,977;0,0856;3,35
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;45;0;-5;5;39;74;8,48;1,2259;43,4599;2,4922;0,0934;0,0015;13,0;0,005;0,50;0,848;0,0583;3,76
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;45;0;-5;6;48;84;8,31;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;45;0;-5;7;39;85;8,36;;52,6037;2,3123;0,0544;0,0018;13,5;0,0469;2,22;0,768;0,0544;2,14
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;45;0;-5;8;39;78;8,36;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;rain;45;0;-5;9;38;76;8,45;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;snow;200;0;-5;1;110;190;8,02;38,57355;34,81399;4,08157;389,8411;1,45639;18,93;0,06;1,34;1,65;0,005;4,58
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;snow;200;0;-5;10;134;162;8,19;5,42239;36,72633;1,67244;704,0887;1,00308;16,28;0,06;0,7;1,03;0,005;1,49
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;snow;200;0;-5;11;150;161;8,22;;;;;;;;;;;
7;65;8,97;0,08;0,59;0,15;0,1;0,05;0,09;52,11;15,64;5,34;0,40;0,08;5,85;3,84;0,57;3,10;0,04;0,14;snow;200;0;-5;12;139;153;8,2;;;;;;;;;;;
